No.1	 Depth:1	Wikipedia -> Sexual_content
No.34049	 Depth:2	NBC_News -> Salem_Radio_Network
No.34050	 Depth:2	NBC_News -> 13th_Street_Universal_(Dutch_TV_channel)
No.34051	 Depth:2	NBC_News -> Martin_Luther_King,_Jr.
No.34052	 Depth:2	NBC_News -> Pacific_Data_Images
No.34053	 Depth:2	NBC_News -> Joelle_Garguilo
No.34054	 Depth:2	NBC_News -> KTAZ
No.34055	 Depth:2	NBC_News -> New_York_State
No.34056	 Depth:2	NBC_News -> ITV_News
No.34057	 Depth:2	NBC_News -> Universal_Channel_(Germany)
No.34058	 Depth:2	NBC_News -> Mike_Viqueira
No.34059	 Depth:2	NBC_News -> General_Motors
No.34060	 Depth:2	NBC_News -> Marion,_Alabama
No.34061	 Depth:2	NBC_News -> Syfy_(Germany)
No.34062	 Depth:2	NBC_News -> NBC_Radio_Network
No.34063	 Depth:2	NBC_News -> Link_TV
No.34064	 Depth:2	NBC_News -> Steve_Capus
No.34065	 Depth:2	NBC_News -> Ahrar_al-Sham
No.34066	 Depth:2	NBC_News -> Esso
No.34067	 Depth:2	NBC_News -> Time_(magazine)
No.34068	 Depth:2	NBC_News -> Television
No.34069	 Depth:2	NBC_News -> Weekend_Today
No.34070	 Depth:2	NBC_News -> Jay_Barbree
No.34071	 Depth:2	NBC_News -> Morning_Joe
No.34072	 Depth:2	NBC_News -> Robert_Goralski
No.34073	 Depth:2	NBC_News -> Don_Harris_(journalist)
No.34074	 Depth:2	NBC_News -> Correspondent
No.34075	 Depth:2	NBC_News -> John_Hart_(journalist)
No.34076	 Depth:2	NBC_News -> Dennis_Murphy_(journalist)
No.34077	 Depth:2	NBC_News -> The_Weather_Cast
No.34078	 Depth:2	NBC_News -> Elie_Abel
No.34079	 Depth:2	NBC_News -> SBS-CNBC
No.34080	 Depth:2	NBC_News -> Keir_Simmons
No.34081	 Depth:2	NBC_News -> Chris_Hayes_(journalist)
No.34082	 Depth:2	NBC_News -> Sheinelle_Jones
No.34083	 Depth:2	NBC_News -> United_International_Pictures
No.34084	 Depth:2	NBC_News -> Jean_Chatzky
No.34085	 Depth:2	NBC_News -> Walter_Cronkite
No.34086	 Depth:2	NBC_News -> Josh_Mankiewicz
No.34087	 Depth:2	NBC_News -> NBC_Sports
No.34088	 Depth:2	NBC_News -> Texas
No.34089	 Depth:2	NBC_News -> Harvey_Comics
No.34090	 Depth:2	NBC_News -> Network_affiliate
No.34091	 Depth:2	NBC_News -> Dawna_Friesen
No.34092	 Depth:2	NBC_News -> Camel_Newsreel_Theatre
No.34093	 Depth:2	NBC_News -> Diva_Universal_(Italy)
No.34094	 Depth:2	NBC_News -> White_House_Correspondents%27_Association
No.34095	 Depth:2	NBC_News -> American_Broadcasting_Company
No.34096	 Depth:2	NBC_News -> Frank_Blair_(journalist)
No.34097	 Depth:2	NBC_News -> Tom_Costello_(journalist)
No.34098	 Depth:2	NBC_News -> Montgomery_Bus_Boycott
No.34099	 Depth:2	NBC_News -> PBS_Newshour
No.34100	 Depth:2	NBC_News -> Al_Jazeera_Media_Network
No.34101	 Depth:2	NBC_News -> NBC_Sports_Chicago
No.34102	 Depth:2	NBC_News -> New_York_Post
No.34103	 Depth:2	NBC_News -> Sci_Fi_Universal_(Serbia)
No.34104	 Depth:2	NBC_News -> James_S._Brady_Press_Briefing_Room
No.34105	 Depth:2	NBC_News -> TeleXitos
No.34106	 Depth:2	NBC_News -> Newsy
No.34107	 Depth:2	NBC_News -> Good_Machine
No.34108	 Depth:2	NBC_News -> Robert_Greenblatt
No.34109	 Depth:2	NBC_News -> National_Journal
No.34110	 Depth:2	NBC_News -> Dennis_Murphy_(television_journalist)
No.34111	 Depth:2	NBC_News -> Lynn_Berry_(news_personality)
No.34112	 Depth:2	NBC_News -> Universal_Pictures_Home_Entertainment
No.34113	 Depth:2	NBC_News -> Ayman_Mohyeldin
No.34114	 Depth:2	NBC_News -> Headline_News
No.34115	 Depth:2	NBC_News -> Lisa_Myers
No.34116	 Depth:2	NBC_News -> One_America_News_Network
No.34117	 Depth:2	NBC_News -> Sander_Vanocur
No.34118	 Depth:2	NBC_News -> Cassie_Mackin
No.34119	 Depth:2	NBC_News -> Bret_Stephens
No.34120	 Depth:2	NBC_News -> Katie_Couric
No.34121	 Depth:2	NBC_News -> Antonio_Mora
No.34122	 Depth:2	NBC_News -> Jinah_Kim
No.34123	 Depth:2	NBC_News -> Eastern_Standard_Time_(North_America)
No.34124	 Depth:2	NBC_News -> Garrick_Utley
No.34125	 Depth:2	NBC_News -> Comcast_Network
No.34126	 Depth:2	NBC_News -> C-SPAN
No.34127	 Depth:2	NBC_News -> Lisa_Daniels_(TV_presenter)
No.34128	 Depth:2	NBC_News -> Mary_Alice_Williams
No.34129	 Depth:2	NBC_News -> Late_Night_with_David_Letterman
No.34130	 Depth:2	NBC_News -> NBC_Studios_(New_York)
No.34131	 Depth:2	NBC_News -> The_Wall_Street_Journal
No.34132	 Depth:2	NBC_News -> Bonnie_Erbe
No.34133	 Depth:2	NBC_News -> Floyd_Kalber
No.34134	 Depth:2	NBC_News -> United_Kingdom
No.34135	 Depth:2	NBC_News -> Andrea_Canning
No.34136	 Depth:2	NBC_News -> Gene_Roberts_(journalist)
No.34137	 Depth:2	NBC_News -> KTMD
No.34138	 Depth:2	NBC_News -> Craftsy
No.34139	 Depth:2	NBC_News -> NBCUniversal_International_Networks
No.34140	 Depth:2	NBC_News -> Bob_Jamieson
No.34141	 Depth:2	NBC_News -> Robert_MacNeil
No.34142	 Depth:2	NBC_News -> Ron_Allen_(journalist)
No.34143	 Depth:2	NBC_News -> The_Daily_Beast
No.34144	 Depth:2	NBC_News -> Meet_the_Press
No.34145	 Depth:2	NBC_News -> Bloomberg_L.P.
No.34146	 Depth:2	NBC_News -> CNN_en_Espa%C3%B1ol
No.34147	 Depth:2	NBC_News -> 13th_Street_(Australia)
No.34148	 Depth:2	NBC_News -> Montgomery,_Alabama
No.34149	 Depth:2	NBC_News -> Stephanie_Abrams
No.34150	 Depth:2	NBC_News -> WNBC
No.34151	 Depth:2	NBC_News -> Universal%27s_Islands_of_Adventure
No.34152	 Depth:2	NBC_News -> Universal_Channel_(Greece)
No.34153	 Depth:2	NBC_News -> Life_(magazine)
No.34154	 Depth:2	NBC_News -> Douglas_Kiker
No.34155	 Depth:2	NBC_News -> WNEU
No.34156	 Depth:2	NBC_News -> LXTV
No.34157	 Depth:2	NBC_News -> CBS_News
No.34158	 Depth:2	NBC_News -> Jane_Pauley
No.34159	 Depth:2	NBC_News -> BBC
No.34160	 Depth:2	NBC_News -> Hallmark_Channel_(international)
No.34161	 Depth:2	NBC_News -> Matt_Lauer
No.34162	 Depth:2	NBC_News -> The_Mission_(theme_song)
No.34163	 Depth:2	NBC_News -> Campbell_Brown
No.34164	 Depth:2	NBC_News -> Milissa_Rehberger
No.34165	 Depth:2	NBC_News -> Broadcast_delay
No.34166	 Depth:2	NBC_News -> Mediabistro.com
No.34167	 Depth:2	NBC_News -> Seagram
No.34168	 Depth:2	NBC_News -> 13th_Street_(Germany)
No.34169	 Depth:2	NBC_News -> Peter_Alexander_(journalist)
No.34170	 Depth:2	NBC_News -> Natalie_Morales_(journalist)
No.34171	 Depth:2	NBC_News -> Brian_Williams
No.34172	 Depth:2	NBC_News -> New_York_City
No.34173	 Depth:2	NBC_News -> Bob_Ryan_(meteorologist)
No.34174	 Depth:2	NBC_News -> Jakarta
No.34175	 Depth:2	NBC_News -> Bill_Monroe_(journalist)
No.34176	 Depth:2	NBC_News -> Edwin_Newman
No.34177	 Depth:2	NBC_News -> Jeff_Rossen
No.34178	 Depth:2	NBC_News -> Univision_Noticias
No.34179	 Depth:2	NBC_News -> RealClearPolitics
No.34180	 Depth:2	NBC_News -> Pete_Williams_(journalist)
No.34181	 Depth:2	NBC_News -> Project_Gemini
No.34182	 Depth:2	NBC_News -> Universal_Parks_%26_Resorts
No.34183	 Depth:2	NBC_News -> Willie_Geist
No.34184	 Depth:2	NBC_News -> Miami
No.34185	 Depth:2	NBC_News -> Syfy_(Dutch_TV_channel)
No.34186	 Depth:2	NBC_News -> Telemundo_Deportes
No.34187	 Depth:2	NBC_News -> Universal_Channel_(UK_and_Ireland)
No.34188	 Depth:2	NBC_News -> WNJU
No.34189	 Depth:2	NBC_News -> Christian_Broadcasting_Network
No.34190	 Depth:2	NBC_News -> Owned-and-operated_station
No.34191	 Depth:2	NBC_News -> Hugh_Downs
No.34192	 Depth:2	NBC_News -> Cloo
No.34193	 Depth:2	NBC_News -> Sunrise_(Australian_TV_program)
No.34194	 Depth:2	NBC_News -> CNBC-e
No.34195	 Depth:2	NBC_News -> Chris_Matthews
No.34196	 Depth:2	NBC_News -> 13%C3%A8me_Rue_Universal
No.34197	 Depth:2	NBC_News -> ABC_News
No.34198	 Depth:2	NBC_News -> Nicolle_Wallace
No.34199	 Depth:2	NBC_News -> AccuWeather_Channel
No.34200	 Depth:2	NBC_News -> Phil_Donahue
No.34201	 Depth:2	NBC_News -> General_Electric
No.34202	 Depth:2	NBC_News -> Martin_Agronsky
No.34203	 Depth:2	NBC_News -> Betty_Furness
No.34204	 Depth:2	NBC_News -> WZTD-LD
No.34205	 Depth:2	NBC_News -> Chapman_Entertainment
No.34206	 Depth:2	NBC_News -> Harvey_Films
No.34207	 Depth:2	NBC_News -> Irving_R._Levine
No.34208	 Depth:2	NBC_News -> John_Hockenberry
No.34209	 Depth:2	NBC_News -> Bob_Abernethy
No.34210	 Depth:2	NBC_News -> Movies_24
No.34211	 Depth:2	NBC_News -> New_Delhi
No.34212	 Depth:2	NBC_News -> Joy_Reid
No.34213	 Depth:2	NBC_News -> CNBC_Africa
No.34214	 Depth:2	NBC_News -> NBC_Sports_Regional_Networks
No.34215	 Depth:2	NBC_News -> Jim_Hartz
No.34216	 Depth:2	NBC_News -> Frankfurt
No.34217	 Depth:2	NBC_News -> Noticias_Univision
No.34218	 Depth:2	NBC_News -> Little_Rock,_Arkansas
No.34219	 Depth:2	NBC_News -> American_Urban_Radio_Networks
No.34220	 Depth:2	NBC_News -> Harry_Smith_(US_journalist)
No.34221	 Depth:2	NBC_News -> Martin_Fletcher_(TV_reporter)
No.34222	 Depth:2	NBC_News -> Bil_Baird
No.34223	 Depth:2	NBC_News -> KPRC-TV
No.34224	 Depth:2	NBC_News -> Little_Rock_Nine
No.34225	 Depth:2	NBC_News -> Cheddar_(TV_channel)
No.34226	 Depth:2	NBC_News -> Live_television
No.34227	 Depth:2	NBC_News -> Telemundo
No.34228	 Depth:2	NBC_News -> WBTS-LD
No.34229	 Depth:2	NBC_News -> Decision_desk
No.34230	 Depth:2	NBC_News -> New_Yorker_Magazine
No.34231	 Depth:2	NBC_News -> Kathie_Lee_Gifford
No.34232	 Depth:2	NBC_News -> Michael_Isikoff
No.34233	 Depth:2	NBC_News -> Financial_News_Network
No.34234	 Depth:2	NBC_News -> California
No.34235	 Depth:2	NBC_News -> The_Washington_Examiner
No.34236	 Depth:2	NBC_News -> Jenna_Bush_Hager
No.34237	 Depth:2	NBC_News -> Lagos
No.34238	 Depth:2	NBC_News -> Atlanta
No.34239	 Depth:2	NBC_News -> Hong_Kong_Time
No.34240	 Depth:2	NBC_News -> John_Chancellor
No.34241	 Depth:2	NBC_News -> K15CU-D
No.34242	 Depth:2	NBC_News -> Bloomberg_BNA
No.34243	 Depth:2	NBC_News -> Universal_Channel
No.34244	 Depth:2	NBC_News -> David_Fahrenthold
No.34245	 Depth:2	NBC_News -> Jim_Avila
No.34246	 Depth:2	NBC_News -> Yahoo_News
No.34247	 Depth:2	NBC_News -> Current_TV
No.34248	 Depth:2	NBC_News -> Joe_Scarborough
No.34249	 Depth:2	NBC_News -> Mike_Schneider_(news_anchor)
No.34250	 Depth:2	NBC_News -> The_Voice_(U.S.)
No.34251	 Depth:2	NBC_News -> Camel_News_Caravan
No.34252	 Depth:2	NBC_News -> Jackie_Nespral
No.34253	 Depth:2	NBC_News -> George_Zimmerman
No.34254	 Depth:2	NBC_News -> WMAQ-TV
No.34255	 Depth:2	NBC_News -> Jeremy_Bash
No.34256	 Depth:2	NBC_News -> Jack_Perkins_(reporter)
No.34257	 Depth:2	NBC_News -> Linda_Vester
No.34258	 Depth:2	NBC_News -> WSCV
No.34259	 Depth:2	NBC_News -> Cynthia_McFadden
No.34260	 Depth:2	NBC_News -> Universal_Channel_(Poland)
No.34261	 Depth:2	NBC_News -> October_Films
No.34262	 Depth:2	NBC_News -> WJLA-TV
No.34263	 Depth:2	NBC_News -> Tom_Pettit
No.34264	 Depth:2	NBC_News -> NBCUniversal_Cable_Entertainment_Group
No.34265	 Depth:2	NBC_News -> GolfNow
No.34266	 Depth:2	NBC_News -> E!_(Asia)
No.34267	 Depth:2	NBC_News -> NBCUniversal_Television_Distribution
No.34268	 Depth:2	NBC_News -> Thomas_E._Dewey
No.34269	 Depth:2	NBC_News -> Pete_Williams_(television_correspondent)
No.34270	 Depth:2	NBC_News -> Bernard_Kalb
No.34271	 Depth:2	NBC_News -> Sydney
No.34272	 Depth:2	NBC_News -> Jim_Bittermann
No.34273	 Depth:2	NBC_News -> Shift_(MSNBC)
No.34274	 Depth:2	NBC_News -> NBC_Sports_Philadelphia
No.34275	 Depth:2	NBC_News -> Barbara_Walters
No.34276	 Depth:2	NBC_News -> Back_Lot_Music
No.34277	 Depth:2	NBC_News -> Johannesburg
No.34278	 Depth:2	NBC_News -> Don_Oliver
No.34279	 Depth:2	NBC_News -> Jim_Cummins_(reporter)
No.34280	 Depth:2	NBC_News -> Studio_Universal_(Latin_America)
No.34281	 Depth:2	NBC_News -> Marvin_Kalb
No.34282	 Depth:2	NBC_News -> KVDA
No.34283	 Depth:2	NBC_News -> Houston
No.34284	 Depth:2	NBC_News -> Newsmax_TV
No.34285	 Depth:2	NBC_News -> Mike_Barnicle
No.34286	 Depth:2	NBC_News -> Katy_Tur
No.34287	 Depth:2	NBC_News -> Bloomberg_Television
No.34288	 Depth:2	NBC_News -> NBC_Weather_Plus
No.34289	 Depth:2	NBC_News -> William_J._Small
No.34290	 Depth:2	NBC_News -> WRC-TV
No.34291	 Depth:2	NBC_News -> Movieclips
No.34292	 Depth:2	NBC_News -> IHeartMedia
No.34293	 Depth:2	NBC_News -> Anne_Garrels
No.34294	 Depth:2	NBC_News -> Jack_Ford_(news_anchor)
No.34295	 Depth:2	NBC_News -> Solar_News_Channel
No.34296	 Depth:2	NBC_News -> Byron_Miranda
No.34297	 Depth:2	NBC_News -> John_Rich_(NBC)
No.34298	 Depth:2	NBC_News -> Willard_Scott
No.34299	 Depth:2	NBC_News -> Managua
No.34300	 Depth:2	NBC_News -> BBC_World_News
No.34301	 Depth:2	NBC_News -> NBC_Symphony_Orchestra
No.34302	 Depth:2	NBC_News -> Chris_Jansing
No.34303	 Depth:2	NBC_News -> NBC_News_Nightside
No.34304	 Depth:2	NBC_News -> Late_Night_with_Conan_O%27Brien
No.34305	 Depth:2	NBC_News -> Charlotte,_North_Carolina
No.34306	 Depth:2	NBC_News -> Andrea_Mitchell
No.34307	 Depth:2	NBC_News -> Ronan_Farrow
No.34308	 Depth:2	NBC_News -> Douglas_Edwards
No.34309	 Depth:2	NBC_News -> Tim_Russert
No.34310	 Depth:2	NBC_News -> Kasie_Hunt
No.34311	 Depth:2	NBC_News -> Liz_Trotta
No.34312	 Depth:2	NBC_News -> Tony_Zappone
No.34313	 Depth:2	NBC_News -> Hallie_Jackson
No.34314	 Depth:2	NBC_News -> CNBC_World
No.34315	 Depth:2	NBC_News -> Assassination_of_John_F._Kennedy
No.34316	 Depth:2	NBC_News -> Telemundo_Studios
No.34317	 Depth:2	NBC_News -> Syfy_(Portugal)
No.34318	 Depth:2	NBC_News -> WYCN-CD
No.34319	 Depth:2	NBC_News -> TheBlaze
No.34320	 Depth:2	NBC_News -> WRDM-CD
No.34321	 Depth:2	NBC_News -> NBC_Sports_Group
No.34322	 Depth:2	NBC_News -> The_Mission_(theme_music)
No.34323	 Depth:2	NBC_News -> Clinton_Foundation
No.34324	 Depth:2	NBC_News -> HuffPost
No.34325	 Depth:2	NBC_News -> Wayback_Machine
No.34326	 Depth:2	NBC_News -> Universal_Studios_Florida
No.34327	 Depth:2	NBC_News -> Satellite_television
No.34328	 Depth:2	NBC_News -> Jim_Maceda
No.34329	 Depth:2	NBC_News -> Alli_Sports
No.34330	 Depth:2	NBC_News -> Jerusalem
No.34331	 Depth:2	NBC_News -> Illumination_Mac_Guff
No.34332	 Depth:2	NBC_News -> Jack_Ruby
No.34333	 Depth:2	NBC_News -> Charles_Van_Doren
No.34334	 Depth:2	NBC_News -> Edward_R._Murrow
No.34335	 Depth:2	NBC_News -> Jill_Rappaport
No.34336	 Depth:2	NBC_News -> The_Boston_Globe
No.34337	 Depth:2	NBC_News -> International_Media_Distribution
No.34338	 Depth:2	NBC_News -> Joint_ventures
No.34339	 Depth:2	NBC_News -> KNBC
No.34340	 Depth:2	NBC_News -> Ann_Curry
No.34341	 Depth:2	NBC_News -> Richard_Engel
No.34342	 Depth:2	NBC_News -> World_War_II
No.34343	 Depth:2	NBC_News -> Syfy_Universal
No.34344	 Depth:2	NBC_News -> Bob_Costas
No.34345	 Depth:2	NBC_News -> Aline_B._Saarinen
No.34346	 Depth:2	NBC_News -> See_It_Now
No.34347	 Depth:2	NBC_News -> Universal_Studios_Singapore
No.34348	 Depth:2	NBC_News -> 2003_invasion_of_Iraq
No.34349	 Depth:2	NBC_News -> George_Lewis_(journalist)
No.34350	 Depth:2	NBC_News -> CNN_Pipeline
No.34351	 Depth:2	NBC_News -> AccuWeather
No.34352	 Depth:2	NBC_News -> Cozi_TV
No.34353	 Depth:2	NBC_News -> BBC_News
No.34354	 Depth:2	NBC_News -> Eliot_Frankel
No.34355	 Depth:2	NBC_News -> The_McClatchy_Company
No.34356	 Depth:2	NBC_News -> VSB-TV
No.34357	 Depth:2	NBC_News -> Linda_Ellerbee
No.34358	 Depth:2	NBC_News -> KUAN-LD
No.34359	 Depth:2	NBC_News -> Free_Syrian_Army
No.34360	 Depth:2	NBC_News -> Radio
No.34361	 Depth:2	NBC_News -> Little_Rock_Central_High_School
No.34362	 Depth:2	NBC_News -> Ford_Rowan
No.34363	 Depth:2	NBC_News -> Frank_McGee_(journalism)
No.34364	 Depth:2	NBC_News -> OSN_News
No.34365	 Depth:2	NBC_News -> Us_Weekly
No.34366	 Depth:2	NBC_News -> Huntley-Brinkley_Report
No.34367	 Depth:2	NBC_News -> Harry_S._Truman
No.34368	 Depth:2	NBC_News -> WSFA
No.34369	 Depth:2	NBC_News -> NBC_News_team_kidnapping_in_Syria
No.34370	 Depth:2	NBC_News -> Sci_Fi_Universal_(Slovenia)
No.34371	 Depth:2	NBC_News -> Janice_Huff
No.34372	 Depth:2	NBC_News -> WKAQ-TV
No.34373	 Depth:2	NBC_News -> WZDC-CD
No.34374	 Depth:2	NBC_News -> Tom_Brokaw
No.34375	 Depth:2	NBC_News -> Steve_Burke_(businessman)
No.34376	 Depth:2	NBC_News -> NBC_evening_news_anchors
No.34377	 Depth:2	NBC_News -> Mutual_Broadcasting_System
No.34378	 Depth:2	NBC_News -> White_House
No.34379	 Depth:2	NBC_News -> Rock_Center_with_Brian_Williams
No.34380	 Depth:2	NBC_News -> Kristen_Welker
No.34381	 Depth:2	NBC_News -> Syfy_(Asia)
No.34382	 Depth:1	Wikipedia -> Italian_Wikipedia
No.34383	 Depth:2	Italian_Wikipedia -> Alemannic_Wikipedia
No.34384	 Depth:2	Italian_Wikipedia -> Latvian_Wikipedia
No.34385	 Depth:2	Italian_Wikipedia -> History_of_Wikipedia
No.34386	 Depth:2	Italian_Wikipedia -> Turkish_Wikipedia
No.34387	 Depth:2	Italian_Wikipedia -> Wikipedia_Review
No.34388	 Depth:2	Italian_Wikipedia -> Vietnamese_Wikipedia
No.34389	 Depth:2	Italian_Wikipedia -> Bashkir_Wikipedia
No.34390	 Depth:2	Italian_Wikipedia -> Wikimedia_Foundation
No.34391	 Depth:2	Italian_Wikipedia -> List_of_films_about_Wikipedia
No.34392	 Depth:2	Italian_Wikipedia -> Jar%27Edo_Wens_hoax
No.34393	 Depth:2	Italian_Wikipedia -> Censorship_of_Wikipedia
No.34394	 Depth:2	Italian_Wikipedia -> Kabyle_Wikipedia
No.34395	 Depth:2	Italian_Wikipedia -> The_Signpost
No.34396	 Depth:2	Italian_Wikipedia -> Books_LLC
No.34397	 Depth:2	Italian_Wikipedia -> Slovak_Wikipedia
No.34398	 Depth:2	Italian_Wikipedia -> Minangkabau_Wikipedia
No.34399	 Depth:2	Italian_Wikipedia -> Georgian_Wikipedia
No.34400	 Depth:2	Italian_Wikipedia -> GFDL
No.34401	 Depth:2	Italian_Wikipedia -> Bomis
No.34402	 Depth:2	Italian_Wikipedia -> Romanian_Wikipedia
No.34403	 Depth:2	Italian_Wikipedia -> ISO_639
No.34404	 Depth:2	Italian_Wikipedia -> Florence_Devouard
No.34405	 Depth:2	Italian_Wikipedia -> Conflict-of-interest_editing_on_Wikipedia
No.34406	 Depth:2	Italian_Wikipedia -> Malayalam_Wikipedia
No.34407	 Depth:2	Italian_Wikipedia -> Greek_Wikipedia
No.34408	 Depth:2	Italian_Wikipedia -> Persian_Wikipedia
No.34409	 Depth:2	Italian_Wikipedia -> Czech_Wikipedia
No.34410	 Depth:2	Italian_Wikipedia -> Italian_parliament
No.34411	 Depth:2	Italian_Wikipedia -> Estonian_Wikipedia
No.34412	 Depth:2	Italian_Wikipedia -> Wikimedian_of_the_Year
No.34413	 Depth:2	Italian_Wikipedia -> Southern_Azerbaijani_Wikipedia
No.34414	 Depth:2	Italian_Wikipedia -> Congress_of_the_United_States
No.34415	 Depth:2	Italian_Wikipedia -> Wikimania
No.34416	 Depth:2	Italian_Wikipedia -> Belarusian_Wikipedia
No.34417	 Depth:2	Italian_Wikipedia -> DBpedia
No.34418	 Depth:2	Italian_Wikipedia -> Tagalog_Wikipedia
No.34419	 Depth:2	Italian_Wikipedia -> Scots_Wikipedia
No.34420	 Depth:2	Italian_Wikipedia -> United_States_Congressional_staff_edits_to_Wikipedia
No.34421	 Depth:2	Italian_Wikipedia -> List_of_Wikipedias
No.34422	 Depth:2	Italian_Wikipedia -> Croatian_Wikipedia
No.34423	 Depth:2	Italian_Wikipedia -> Italian_language
No.34424	 Depth:2	Italian_Wikipedia -> Petrarch
No.34425	 Depth:2	Italian_Wikipedia -> Bavarian_Wikipedia
No.34426	 Depth:2	Italian_Wikipedia -> Crimean_Tatar_Wikipedia
No.34427	 Depth:2	Italian_Wikipedia -> Indonesian_Wikipedia
No.34428	 Depth:2	Italian_Wikipedia -> Afrikaans_Wikipedia
No.34429	 Depth:2	Italian_Wikipedia -> Hindi_Wikipedia
No.34430	 Depth:2	Italian_Wikipedia -> Luxembourgish_Wikipedia
No.34431	 Depth:2	Italian_Wikipedia -> Kannada_Wikipedia
No.34432	 Depth:2	Italian_Wikipedia -> Yoruba_Wikipedia
No.34433	 Depth:2	Italian_Wikipedia -> Pashto_Wikipedia
No.34434	 Depth:2	Italian_Wikipedia -> Friulian_Wikipedia
No.34435	 Depth:2	Italian_Wikipedia -> Wiki-Watch
No.34436	 Depth:2	Italian_Wikipedia -> Bulgarian_Wikipedia
No.34437	 Depth:2	Italian_Wikipedia -> Aragonese_Wikipedia
No.34438	 Depth:2	Italian_Wikipedia -> MyWikiBiz
No.34439	 Depth:2	Italian_Wikipedia -> Knowledge_blackout
No.34440	 Depth:2	Italian_Wikipedia -> West_Frisian_Wikipedia
No.34441	 Depth:2	Italian_Wikipedia -> Malagasy_Wikipedia
No.34442	 Depth:2	Italian_Wikipedia -> Icelandic_Wikipedia
No.34443	 Depth:2	Italian_Wikipedia -> Sindhi_Wikipedia
No.34444	 Depth:2	Italian_Wikipedia -> Shona_Wikipedia
No.34445	 Depth:2	Italian_Wikipedia -> Nepal_Bhasa_Wikipedia
No.34446	 Depth:2	Italian_Wikipedia -> Notability_in_the_English_Wikipedia
No.34447	 Depth:2	Italian_Wikipedia -> Miami,_Florida
No.34448	 Depth:2	Italian_Wikipedia -> Academic_studies_about_Wikipedia
No.34449	 Depth:2	Italian_Wikipedia -> Veropedia
No.34450	 Depth:2	Italian_Wikipedia -> List_of_wikis
No.34451	 Depth:2	Italian_Wikipedia -> Walloon_Wikipedia
No.34452	 Depth:2	Italian_Wikipedia -> DDL_intercettazioni
No.34453	 Depth:2	Italian_Wikipedia -> Armenian_Wikipedia
No.34454	 Depth:2	Italian_Wikipedia -> Neapolitan_Wikipedia
No.34455	 Depth:2	Italian_Wikipedia -> Yiddish_Wikipedia
No.34456	 Depth:2	Italian_Wikipedia -> Russian_State_Duma_Bill_89417-6
No.34457	 Depth:2	Italian_Wikipedia -> VisualEditor
No.34458	 Depth:2	Italian_Wikipedia -> WikiProject
No.34459	 Depth:2	Italian_Wikipedia -> Bengali_Wikipedia
No.34460	 Depth:2	Italian_Wikipedia -> Japanese_Wikipedia
No.34461	 Depth:2	Italian_Wikipedia -> QRpedia
No.34462	 Depth:2	Italian_Wikipedia -> Wikipedia_Zero
No.34463	 Depth:2	Italian_Wikipedia -> Slovene_Wikipedia
No.34464	 Depth:2	Italian_Wikipedia -> URL
No.34465	 Depth:2	Italian_Wikipedia -> French_Wikipedia
No.34466	 Depth:2	Italian_Wikipedia -> Welsh_Wikipedia
No.34467	 Depth:2	Italian_Wikipedia -> List_of_Wikipedia_people
No.34468	 Depth:2	Italian_Wikipedia -> Wikipedian_in_residence
No.34469	 Depth:2	Italian_Wikipedia -> Cantonese_Wikipedia
No.34470	 Depth:2	Italian_Wikipedia -> Assamese_Wikipedia
No.34471	 Depth:2	Italian_Wikipedia -> Tulu_Wikipedia
No.34472	 Depth:2	Italian_Wikipedia -> Chuvash_Wikipedia
No.34473	 Depth:2	Italian_Wikipedia -> Old_Church_Slavonic_Wikipedia
No.34474	 Depth:2	Italian_Wikipedia -> State_Duma
No.34475	 Depth:2	Italian_Wikipedia -> Quorum
No.34476	 Depth:2	Italian_Wikipedia -> Art%2BFeminism
No.34477	 Depth:2	Italian_Wikipedia -> Kashubian_Wikipedia
No.34478	 Depth:2	Italian_Wikipedia -> Predictions_of_Wikipedia%27s_end
No.34479	 Depth:2	Italian_Wikipedia -> Spain
No.34480	 Depth:2	Italian_Wikipedia -> Internet_censorship_in_the_People%27s_Republic_of_China
No.34481	 Depth:2	Italian_Wikipedia -> Biography
No.34482	 Depth:2	Italian_Wikipedia -> Norwegian_Wikipedia
No.34483	 Depth:2	Italian_Wikipedia -> Dutch_Wikipedia
No.34484	 Depth:2	Italian_Wikipedia -> Premiolino
No.34485	 Depth:2	Italian_Wikipedia -> Kyrgyz_Wikipedia
No.34486	 Depth:2	Italian_Wikipedia -> Abkhazian_Wikipedia
No.34487	 Depth:2	Italian_Wikipedia -> Zulu_Wikipedia
No.34488	 Depth:2	Italian_Wikipedia -> Portuguese_Wikipedia
No.34489	 Depth:2	Italian_Wikipedia -> German_Wikipedia
No.34490	 Depth:2	Italian_Wikipedia -> Ignore_all_rules
No.34491	 Depth:2	Italian_Wikipedia -> Katherine_Maher
No.34492	 Depth:2	Italian_Wikipedia -> Catalan_Wikipedia
No.34493	 Depth:2	Italian_Wikipedia -> Wikipedia_community
No.34494	 Depth:2	Italian_Wikipedia -> Basque_Wikipedia
No.34495	 Depth:2	Italian_Wikipedia -> Sue_Gardner
No.34496	 Depth:2	Italian_Wikipedia -> Low_Saxon_Wikipedia
No.34497	 Depth:2	Italian_Wikipedia -> Jimmy_Wales
No.34498	 Depth:2	Italian_Wikipedia -> Ripuarian_Wikipedia
No.34499	 Depth:2	Italian_Wikipedia -> Kazakh_Wikipedia
